ID,Family,Taxon,Species,OvS,OvL,PuL,Vol_min,Vol_max,AnA,WIn,WiV,HPS,TrC,HSI,HPT,HPG,HPP,HPA,LEv,HPSi,ELT,ELL,ELA,FMo_Min,FMo_Max,FMo_Average,FFM,LFM,ADF,ADR,MLT,MLL,BaT,BaS
307,Nymphalidae,Boloria_oscarus,Boloria oscarus,L,NA,NA,1,1,N,0.015,-0.009,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,8,NA,NA,NA,NA,NA,NA
308,Nymphalidae,Boloria_selenis,Boloria selenis,NA,NA,NA,1,1,N,-0.001,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,NA,NA,NA,NA,Da,Sh
309,Nymphalidae,Boloria_titania,Boloria titania,EL,NA,Gl,1,1,N,0.004,0.049,2,1,0.500,Wp,Sb,Le,NA,Fl,NA,Se,NA,NA,3,3,3,6,8,HfHc,NA,NA,NA,Da,ShTh
310,Nymphalidae,Boloria_chariclea,Boloria chariclea,NA,NA,NA,1,1,N,-0.010,-0.009,2,4,0.354,NA,NA,NA,NA,NA,NA,NA,BgSh,NA,1,3,1.5,6,8,Hf,NA,NA,NA,NA,NA
311,Nymphalidae,Boloria_angarensis,Boloria angarensis,L,NA,NA,NA,NA,NA,-0.00369442,-0.018792892,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
312,Nymphalidae,Apatura_iris,Apatura iris,L,SbTr,Sl,1,1,N,0.106,-0.008,1,3,0.316,Wp,SbTr,Le,Ol,Sl,MpSs,Se,Sb,PsSh,2,3,2.5,6,8,HfHdSaAnMi,SbTcExHnHf,Pt,ThTcNsPsLs,Da,BeSb
313,Nymphalidae,Apatura_metis,Apatura metis,L,SbTr,Cl,1,2,N,0.069,-0.020,1,1,1.000,Wp,Tr,Le,NA,SlCl,NA,Se,SbCa,Sh,4,4,4,5,8,HfSfHdAnMi,TcHn,Pa,Tc,NA,NA
314,Nymphalidae,Apatura_ilia,Apatura ilia,L,SbTr,SlCl,1,2,N,0.091,-0.041,2,3,0.267,Wp,SbTr,Le,NA,SlCl,NA,Se,Ca,NA,3,6,4.5,5,10,HfHdSaAnMi,TcCoHn,NA,NA,Da,BeSb
315,Nymphalidae,Araschnia_levana,Araschnia levana,P,SsTsSb,Fl,1,3,N,-0.009,0.100,1,2,0.707,Hp,ShTh,Le,NA,Fl,NA,Lb,Th,Sh,4,6,5,4,9,HfSf,BgShThTcExHf,Pa,BeShHs,Da,BeShTh
316,Nymphalidae,Vanessa_virginiensis,Vanessa virginiensis,L,SuSs,FlSl,3,3,N,0.010,-0.016,1,4,0.048,BiAnHpWp,ShThSbTrLi,Le,Si,Fl,Ss,Se,Sh,NA,10,12,10,1,12,NA,NA,NA,NA,NA,NA
317,Nymphalidae,Vanessa_cardui,Vanessa cardui,A,SsTsSbTr,Fl,1,3,N,0.055,0.064,7,4,0.083,BiAnHp,ShTh,Le,Ol,Fl,LpMpSs,Se,Th,Li,4,12,8,1,12,HfSfHdHc,ThSbExHnHf,PaPn,RcBeThNsHsPsHt,Da,BeGrThSb
318,Nymphalidae,Vanessa_vulcania,Vanessa vulcania,ELPA,SuSsSbTr,Fl,3,3,N,0.064,-0.053,2,3,0.289,AnHp,ShTh,NA,NA,Fl,NA,Se,Th,PsSh,12,12,12,1,12,Hf,NA,NA,NA,NA,NA
319,Nymphalidae,Vanessa_atalanta,Vanessa atalanta,A,SsTsSbTrLi,Fl,1,3,N,0.065,0.050,3,3,0.316,AnHp,ShTh,Le,SiOl,Fl,LpMp,Se,Th,Li,5,12,8.5,1,12,HfSfHdSaDpAnMi,TtShThSbHnHf,Pt,RcThSbNsPsLsHt,Da,BeShGrThSb
320,Nymphalidae,Aglais_io,Aglais io,A,TsSbTrLi,Fl,1,3,N,0.061,0.047,3,4,0.236,Hp,ShThLi,Le,SiOl,Fl,LpMp,Lb,Th,Li,6,9,7.5,2,10,HfSfDpAnMi,TtShSbHfMs,PnPt,ThHsPs,Da,BeShGrThSb
321,Nymphalidae,Aglais_urticae,Aglais urticae,A,TsSbTrLi,Fl,1,3,N,0.021,-0.014,1,2,0.707,Hp,ShTh,Le,SiOl,Fl,LpMp,Lb,Th,Li,4,10,7,2,11,HfSfDpAnMi,TtThSbHnHfMs,PnPt,BeGrThHsPsHt,Da,BeShThSb
322,Nymphalidae,Aglais_ichnusa,Aglais ichnusa,A,NA,NA,2,2,N,0.032,0.061,1,2,0.577,Hp,ShTh,NA,NA,NA,NA,NA,Th,Li,8,8,8,3,10,Hf,NA,NA,NA,Da,BeSh
323,Nymphalidae,Polygonia_egea,Polygonia egea,A,Bu,NA,1,3,N,0.024,-0.046,2,2,0.577,Hp,Sh,Bu,NA,Fl,NA,SeSb,ShTh,Li,6,11,8.5,1,11,Hf,NA,NA,NA,Da,Be
324,Nymphalidae,Polygonia_c-album,Polygonia c-album,A,TsSbTrLi,FlSl,1,3,N,0.029,0.036,8,4,0.050,HpWp,ShThSbTrLi,Le,Ol,FlSlCl,MpSs,Se,ThLi,Ps,2,10,6,2,11,HfSfHdSaDpAnMi,TtThSbHf,PnPt,ThSbHsPs,Da,BeShGrThSb
325,Nymphalidae,Nymphalis_vaualbum,Nymphalis vaualbum,A,Tr,SlCl,1,1,N,0.075,-0.017,4,4,0.354,HpWp,SbTr,Le,NA,Cl,NA,Lb,SbCa,NA,2,5,3.5,3,7,DpMi,BgTtHf,PaPt,NA,Da,Be
326,Nymphalidae,Nymphalis_polychloros,Nymphalis polychloros,A,SbTr,Sl,1,1,N,0.069,-0.021,9,4,0.136,Wp,SbTr,Le,Ol,SlCl,LpMp,Lb,ThCa,Ps,3,10,6.5,1,10,HfSfSaDpAnMi,TcExHnHfMs,Pt,TcHsPsLs,Da,ThSb
327,Nymphalidae,Nymphalis_xanthomelas,Nymphalis xanthomelas,A,SbTrLi,NA,1,1,N,0.074,-0.036,2,3,0.707,Wp,SbTr,NA,NA,Cl,NA,Lb,SbCa,NA,3,6,4.5,4,9,SaDp,NA,NA,NA,Da,BeSh
328,Nymphalidae,Nymphalis_antiopa,Nymphalis antiopa,A,Tr,FlSlCl,1,1.5,N,0.106,0.005,4,3,0.192,Wp,SbTr,Le,NA,SlCl,NA,Lb,TtCa,NA,2,9,5.5,3,11,HfSfHdSaDpAnMiHc,NA,PaPt,Ps,Da,Be
329,Nymphalidae,Hypolimnas_misippus,Hypolimnas misippus,ELPA,SsTsSbTr,NA,3,3,N,0.117,0.032,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,9,1,12,NA,NA,NA,NA,NA,NA
330,Nymphalidae,Euphydryas_desfontainii,Euphydryas desfontainii,L,SsTs,Fl,1,1,N,0.015,0.043,5,3,1.000,BiHp,Sh,Le,Ol,Fl,MpSs,Lb,ShTh,Li,3,3,3,4,6,Hf,SbTcHf,Pa,ShGrThNsHs,Da,BeShGrTh
331,Nymphalidae,Euphydryas_aurinia,Euphydryas aurinia,L,TsSbLi,GlFl,1,1,N,-0.004,0.098,9,4,0.102,BiHp,ShTh,Le,Ol,GlFl,LpMp,Lb,Th,Li,2,5,3.5,4,8,Hf,ThExHf,PaPnPt,ShGrThPsLs,Da,ShGrTh
332,Nymphalidae,Euphydryas_cynthia,Euphydryas cynthia,L,BuSsTsSb,Bu,0.5,1,N,-0.009,0.051,4,4,0.289,Hp,Sh,NA,NA,GlFl,NA,SbLb,Sh,NA,3,3,3,6,8,Hf,NA,NA,NA,Da,Be
333,Nymphalidae,Euphydryas_iduna,Euphydryas iduna,L,SuSs,NA,1,1,N,-0.004,0.020,6,3,0.316,AnHp,ShThSb,NA,NA,Fl,NA,Sb,ShThSb,NA,2,2,2,6,7,NA,NA,Pa,NA,Da,Be
334,Nymphalidae,Euphydryas_maturna,Euphydryas maturna,LP,SuSs,Gl,0.5,1,N,0.002,0.018,10,4,0.046,HpWp,ShThSbTr,LeSt,SiOl,GlFlCl,NA,Lb,Ca,Sh,2,3,2.5,5,7,HfHd,Tc,Pt,SbHsPs,Da,Be
335,Nymphalidae,Euphydryas_intermedia,Euphydryas intermedia,L,Sb,FlSl,0.5,1,N,0.001,-0.042,1,2,0.577,Wp,SbLi,Le,NA,GlSl,NA,SbLb,Sb,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,NA
336,Nymphalidae,Melitaea_trivia,Melitaea trivia,L,Su,Gl,1,3,N,-0.017,0.053,2,2,0.447,BiHp,ShTh,Le,NA,Fl,NA,Lb,Sh,NA,2,8,5,3,10,HfMi,NA,PaPn,BeHt,Da,BeSh
337,Nymphalidae,Melitaea_didyma,Melitaea didyma,L,SuSsTs,Gl,1,3,N,-0.005,0.116,9,4,0.051,BiAnHp,ShTh,FlLe,NA,Fl,NA,Lb,ShTh,NA,3,8,5.5,3,10,Hf,ShExHn,PaPn,RcBe,Da,BeSh
338,Nymphalidae,Melitaea_deserticola,Melitaea deserticola,NA,NA,NA,1,3,N,0.001,0.050,3,4,0.102,HpWp,ShThSb,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,6,NA,NA,NA,NA,Da,NA
339,Nymphalidae,Melitaea_arduinna,Melitaea arduinna,L,Su,GlFl,1,1,N,0.016,-0.038,1,2,0.577,AnHpWp,ShThSb,LeSt,Ol,Gl,NA,Lb,Sh,Sh,3,4,3.5,5,8,Hf,NA,Pa,NA,Da,BeSh
340,Nymphalidae,Melitaea_aetherie,Melitaea aetherie,L,SuSs,GlFl,1,2,N,0.014,-0.024,4,3,0.408,BiHp,Sh,Le,NA,NA,NA,SbLb,ShTh,NA,2,6,2.5,4,9,HfMi,NA,NA,NA,Da,ShTh
341,Nymphalidae,Melitaea_phoebe,Melitaea phoebe,L,SuSs,Gl,1,2,N,0.013,0.071,5,4,0.154,BiAnHp,ShTh,Le,NA,Fl,NA,Lb,ShTh,NA,2,7,4.5,3,9,HfMi,ShThExCoHf,PaPt,ShGrThHsPs,Da,BeSh
342,Nymphalidae,Melitaea_ornata,Melitaea ornata,L,SsTs,Gl,1,1,N,0.004,-0.015,3,3,0.289,BiAnHpWp,ShTh,Le,NA,Fl,NA,Lb,ShTh,NA,4,4,4,4,7,Hf,ShThExCoHf,NA,NA,Da,ShTh
343,Nymphalidae,Melitaea_cinxia,Melitaea cinxia,L,SuSsTs,Fl,1,2,N,-0.003,0.014,4,3,0.289,Hp,Sh,Le,SiOl,GlFl,LpMp,Lb,Sh,Li,2,7,4,3,9,Hf,ThExCoHf,PaPt,ShThNsHs,Da,ShGr
344,Nymphalidae,Melitaea_diamina,Melitaea diamina,L,SuSs,GlFl,1,2,N,-0.012,0.051,6,4,0.126,Hp,ShTh,FlLe,NA,GlFl,Lp,Lb,ShTh,PsSh,1,6,3.5,4,9,HfAnMi,NA,Pa,NA,Da,ShGr
345,Nymphalidae,Melitaea_celadussa,Melitaea celadussa,L,Ss,GlFl,1,2,N,-0.009,0.056,7,4,0.102,AnHp,Sh,Le,NA,NA,NA,NA,NA,NA,2,4,3,5,8,HfMi,NA,NA,NA,NA,NA
346,Nymphalidae,Melitaea_deione,Melitaea deione,L,Su,Gl,1,2,N,-0.004,0.101,3,4,0.120,BiAnHpWp,ShSb,Le,NA,GlFl,NA,SbLb,ShSb,NA,3,6,4.5,4,9,HfMi,NA,NA,NA,Da,BeShTh
347,Nymphalidae,Melitaea_britomartis,Melitaea britomartis,L,Ts,Fl,1,1,N,-0.027,-0.007,3,4,0.224,Hp,Sh,Le,NA,Fl,NA,Lb,Sh,NA,2,4,3,5,8,Hf,NA,Pa,NA,Da,ShTh
348,Nymphalidae,Melitaea_aurelia,Melitaea aurelia,L,SuSs,Gl,1,1,N,-0.032,0.004,4,4,0.083,BiAnHp,ShThSb,Le,NA,Fl,Mp,SbLb,ThSb,Li,2,2,2,6,7,Hf,NA,NA,NA,Da,BeShTh
349,Nymphalidae,Melitaea_athalia,Melitaea athalia,L,SuSs,Fl,1,1.5,N,-0.004,0.002,7,4,0.107,BiAnHp,ShTh,Le,Ol,Fl,LpMp,Lb,Sh,LiPs,2,5,3.5,5,9,HfAn,GrExHf,Pa,ShThHs,Da,ShGrThSb
350,Nymphalidae,Melitaea_varia,Melitaea varia,L,NA,Gl,0.5,1,N,-0.026,0.001,3,4,0.289,Hp,Sh,NA,NA,GlFl,NA,SbLb,ShTh,LiPs,3,3,3,6,8,Hf,GrHf,PaPt,RcBeShGrThNs,Da,Be
351,Nymphalidae,Melitaea_parthenoides,Melitaea parthenoides,L,SuSs,Gl,1,2,N,-0.019,0.030,1,2,0.105,BiAnHp,Sh,Le,NA,Fl,NA,SbLb,Sh,Sh,2,5,3,5,9,HfAnMi,GrShExHf,Pa,ShGrThPs,Da,Gr
352,Nymphalidae,Melitaea_asteria,Melitaea asteria,L,NA,Gl,0.5,0.5,N,-0.042,-0.031,1,1,1.000,Hp,Sh,NA,NA,GlFl,NA,SbLb,Sh,NA,2,2,2,7,8,Hf,NA,NA,NA,Da,Gr
353,Nymphalidae,Libythea_celtis,Libythea celtis,A,Tr,Cl,1,1.5,N,0.006,0.028,2,1,0.707,Wp,Tr,Le,NA,Cl,NA,Se,Ca,NA,5,8,6.5,3,10,HfMi,NA,NA,NA,Da,Sb
354,Nymphalidae,Danaus_plexippus,Danaus plexippus,ELPA,Su,Sl,3,3,N,0.171,-0.006,6,3,0.500,BiAnHp,Th,Le,NA,Fl,NA,Se,NA,NA,10,12,11,1,12,HfSfHc,NA,NA,NA,NA,NA
355,Nymphalidae,Danaus_chrysippus,Danaus chrysippus,ELPA,NA,FlSl,3,3,N,0.113,0.013,9,4,0.354,BiAnHp,ShThLi,Le,NA,Fl,NA,NA,Th,NA,9,12,10.5,1,12,Hf,NA,NA,NA,Da,NA
356,Nymphalidae,Charaxes_jasius,Charaxes jasius,L,SbTr,SlCl,1,2,N,0.148,-0.022,6,4,0.102,AnWp,ThSbTr,Le,Ol,Cl,LpMpSs,SeSb,SbCa,LiPs,5,8,6.5,3,10,DpAnMi,NA,Pt,SbHt,Da,Be
357,Nymphalidae,Coenonympha_phryne,Coenonympha phryne,LP,NA,NA,1,1,N,-0.022741644,0.016376876,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,4,6,NA,NA,Pa,Gr,NA,NA
358,Nymphalidae,Coenonympha_oedippus,Coenonympha oedippus,L,Ss,Fl,1,1,N,0.000,0.033,4,2,0.258,AnHp,Sh,Le,NA,Fl,NA,Se,Sh,NA,3,3,3,6,8,HfSfHd,SbHf,NA,NA,La,GrSb
359,Nymphalidae,Coenonympha_dorus,Coenonympha dorus,L,SsTs,Gl,1,1,N,-0.027,0.005,5,3,0.169,Hp,Sh,Le,NA,Fl,NA,Se,Sh,NA,3,3,3,6,8,HfAn,NA,PaPn,RcBeGr,La,BeGr
360,Nymphalidae,Coenonympha_fettigii,Coenonympha fettigii,NA,NA,NA,1,1,N,-0.037,0.005,NA,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
361,Nymphalidae,Coenonympha_thyrsis,Coenonympha thyrsis,L,NA,Fl,1,3,N,-0.039,0.063,NA,NA,0.289,NA,NA,NA,NA,Fl,NA,NA,NA,NA,3,7,5,4,10,Hf,NA,NA,NA,La,NA
362,Nymphalidae,Coenonympha_pamphilus,Coenonympha pamphilus,L,SuSsTs,Fl,1,3,N,-0.041,0.048,6,3,0.096,AnHp,ShTh,Le,SiOl,Fl,LpMpSs,Se,Sh,Ps,4,10,7,2,11,Hf,StGrThSbExHf,PaPnPtLe,RcBeShGrHsPs,La,BeShGr
363,Nymphalidae,Coenonympha_tullia,Coenonympha tullia,L,SuSs,Fl,1,1,N,-0.017,0.073,4,3,0.115,Hp,Sh,Le,SiOl,Fl,LpMpSs,Se,Sh,Ps,1,3,2,6,8,HfSf,GrThHnHf,Pa,ThHs,La,ShGrThSb
364,Nymphalidae,Coenonympha_amaryllis,Coenonympha amaryllis,L,NA,NA,1,1,N,-0.032461424,-0.027804774,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3.5,5,8,NA,NA,NA,NA,NA,NA
365,Nymphalidae,Coenonympha_rhodopensis,Coenonympha rhodopensis,L,NA,Fl,1,1,N,-0.026,-0.058,NA,4,0.354,NA,NA,NA,NA,Fl,NA,Se,NA,NA,2,3,2.5,6,8,Hf,NA,NA,NA,NA,NA
366,Nymphalidae,Coenonympha_glycerion,Coenonympha glycerion,L,Ss,Fl,1,2,N,-0.024,0.003,6,3,0.258,Hp,Sh,Le,NA,Fl,NA,Se,Sh,NA,3,3,3,6,8,HfAn,NA,NA,NA,La,ShTh
367,Nymphalidae,Coenonympha_corinna,Coenonympha corinna,L,Ss,Fl,1.5,3,N,-0.039,-0.062,1,2,0.577,NA,Th,NA,NA,Fl,NA,Se,Sh,NA,4,5,4.5,5,9,Hf,NA,NA,NA,NA,Sh
368,Nymphalidae,Coenonympha_corinna_elbana,Coenonympha corinna elbana,L,Ss,Fl,1.5,3,N,-0.052,-0.003,NA,1,0.577,NA,Th,NA,NA,Fl,NA,Sb,Sh,NA,4,6,5,5,10,Hf,NA,NA,NA,NA,Sh
369,Nymphalidae,Coenonympha_leander,Coenonympha leander,L,NA,Fl,1,1,N,-0.023,-0.061,2,3,0.500,NA,NA,Le,NA,Fl,NA,Se,Sh,NA,2,6,3.5,4,9,Hf,NA,NA,NA,NA,NA
370,Nymphalidae,Coenonympha_hero,Coenonympha hero,L,Ss,Gl,1,1,N,-0.029,-0.029,5,3,0.154,AnHp,ShTh,Le,NA,Fl,NA,Se,ShTh,NA,2,3,3.5,5,7,HfSf,SbTc,Pa,NA,La,ShGrThSb
371,Nymphalidae,Coenonympha_gardetta,Coenonympha gardetta,L,NA,GlFl,1,1,N,-0.030,-0.065,1,2,0.577,NA,NA,NA,NA,NA,NA,SeSb,ShTh,NA,4,4,4,6,9,Hf,NA,NA,NA,NA,NA
372,Nymphalidae,Coenonympha_gardetta_darwiniana,Coenonympha gardetta darwiniana,L,NA,Fl,1,1,N,-0.026,-0.073,NA,2,0.577,NA,NA,NA,NA,Fl,NA,NA,NA,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,NA
373,Nymphalidae,Coenonympha_orientalis,Coenonympha orientalis,NA,NA,NA,1,1,N,-0.031,-0.036,NA,3,0.500,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
374,Nymphalidae,Coenonympha_arcania,Coenonympha arcania,L,Ss,GlFl,1,1.5,N,-0.016,0.001,3,3,0.169,Hp,Sh,Le,NA,Fl,NA,SeSb,Th,NA,2,5,3.5,5,9,HfSf,GrShSbExHnHf,PaPt,ShThSbHs,La,GrThSb
375,Nymphalidae,Coenonympha_arcanioides,Coenonympha arcanioides,NA,NA,NA,3,3,N,-0.034,0.044,NA,2,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,9,NA,NA,NA,NA,NA,NA
376,Nymphalidae,Coenonympha_vaucheri,Coenonympha vaucheri,NA,NA,NA,1,1,N,-0.027,0.018,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,Sh,NA,2,5,3.5,5,9,NA,NA,NA,NA,NA,NA
377,Nymphalidae,Kirinia_roxelana,Kirinia roxelana,L,NA,Fl,1,1,N,0.068,-0.021,1,3,0.204,NA,NA,NA,NA,NA,NA,NA,SbTt,NA,5,8,6.5,3,10,NA,NA,NA,NA,NA,NA
378,Nymphalidae,Kirinia_climene,Kirinia climene,L,Su,GlFl,1,1,N,0.021,-0.071,1,2,0.707,NA,NA,NA,NA,GlFl,NA,Se,BgSh,NA,2,3,2.5,6,8,HfSf,NA,NA,NA,NA,NA
379,Nymphalidae,Lopinga_achine,Lopinga achine,L,Ss,Fl,1,1,N,0.026,-0.024,4,2,0.086,Hp,ShTh,Le,NA,GlFl,NA,Se,Sh,NA,2,3,2.5,5,7,HfHdSaMi,StGrShHnHf,Pn,NA,Da,GrSb
380,Nymphalidae,Pararge_xiphia,Pararge xiphia,ELPA,Ss,GlFl,3,3,N,0.039,-0.067,3,4,0.102,AnHp,ShTh,Le,SiOl,GlFl,MpSs,Se,Sh,NA,12,12,12,1,12,SfHdSa,SbTcExHf,PaPn,SbTcLs,Da,NA
381,Nymphalidae,Pararge_xiphioides,Pararge xiphioides,ELPA,Ss,GlFl,3,3,N,0.006,-0.054,6,4,0.102,AnHp,ShTh,Le,SiOl,GlFl,MpSs,Se,Sh,NA,12,12,12,1,12,SfHdSa,ThSbTcExHf,PaPt,SbTcLs,Da,BeThSb
382,Nymphalidae,Pararge_aegeria,Pararge aegeria,LP,SsSb,GlFl,1,3,N,0.008,-0.059,7,3,0.154,Hp,ShTh,Le,SiOl,Fl,MpSs,Se,Sh,LiPsSh,2,12,7,1,12,HfSfSa,ThSbTcExHf,PaPnPt,BeShSbTcPsLs,Da,BeShGrThSb
383,Nymphalidae,Lasiommata_maera,Lasiommata maera,L,Ss,BuGlFl,1,2,N,0.027,-0.001,12,4,0.072,AnHp,ShTh,Le,NA,Fl,NA,SeSb,BgSh,NA,2,10,6,1,10,Hf,BgHf,Pt,RcHt,Da,BeSh
384,Nymphalidae,Lasiommata_deidamia,Lasiommata deidamia,NA,NA,NA,1,1,N,0.027127771,-0.054360661,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
385,Nymphalidae,Lasiommata_meadewaldoi,Lasiommata meadewaldoi,NA,NA,NA,1,1,N,0.037,-0.037,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,Sh,NA,3,5,4,5,9,NA,BgExHf,NA,NA,NA,NA
386,Nymphalidae,Lasiommata_petropolitana,Lasiommata petropolitana,LP,BuSuSs,Fl,1,2,N,0.001,-0.007,3,3,0.258,Hp,ShTh,Le,NA,Fl,NA,Se,Sh,NA,2,6,3.5,4,9,HfMi,BgHf,Pt,Ps,Da,BeShGr
387,Nymphalidae,Lasiommata_paramegaera,Lasiommata paramegaera,L,NA,NA,3,3,N,-0.004,-0.020,2,3,0.354,NA,NA,NA,NA,Fl,NA,Se,Sh,PsSh,6,6,6,4,9,Hf,NA,NA,NA,Da,Be
388,Nymphalidae,Lasiommata_megera,Lasiommata megera,L,SuSb,GlFl,1,3,N,0.013,0.054,7,3,0.120,Hp,ShTh,Le,SiOl,Fl,LpMpSs,SeSb,Sh,LiPs,3,10,6.5,2,11,HfSf,BgTtGrThSbExHfMs,PaPnPt,RcBeSbHsPsHt,Da,Be
389,Nymphalidae,Melanargia_russiae,Melanargia russiae,L,SuSs,Gl,1,1,N,0.051,-0.010,3,3,0.120,AnHp,ShTh,Le,NA,GlFl,NA,Se,Sh,NA,3,3,3,6,8,Hf,NA,Pa,Th,Da,Sh
390,Nymphalidae,Melanargia_lucasi,Melanargia lucasi,NA,NA,NA,1,1,N,0.033,-0.040,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3.5,5,9,NA,NA,NA,NA,NA,NA
391,Nymphalidae,Melanargia_larissa,Melanargia larissa,L,Su,Gl,1,1,N,0.052,0.036,1,2,0.707,AnHp,Sh,Le,NA,GlFl,NA,Se,Bg,NA,3,6,4,5,10,Hf,NA,NA,NA,Da,ShTh
392,Nymphalidae,Melanargia_lachesis,Melanargia lachesis,L,SuSsTs,GlFl,1,1,N,0.041,-0.022,3,3,0.136,AnHp,Sh,Le,NA,GlFl,NA,Se,ShTh,NA,2,3,2.5,6,8,Hf,NA,NA,NA,Da,ShGr
393,Nymphalidae,Melanargia_galathea,Melanargia galathea,L,SuSsTs,GlFl,1,1,N,0.031,-0.021,10,3,0.107,AnHp,ShTh,Le,SiOl,GlFl,LpMp,SeSb,BgShTh,Li,2,5,3.5,5,9,Hf,GrThExHf,Pa,ShGrThNsHs,Da,GrThSb
394,Nymphalidae,Melanargia_ines,Melanargia ines,L,SsTs,Gl,1,1,N,0.030,-0.039,2,1,0.500,Hp,Sh,Le,NA,Fl,NA,NA,NA,NA,4,4,4,3,6,Hf,NA,NA,NA,NA,NA
395,Nymphalidae,Melanargia_arge,Melanargia arge,L,NA,NA,1,1,N,0.034,-0.031,1,NA,0.289,NA,NA,NA,NA,NA,NA,NA,Sh,NA,2,2,2,5,6,Hf,NA,NA,NA,NA,NA
396,Nymphalidae,Melanargia_pherusa,Melanargia pherusa,L,NA,Gl,1,1,N,0.034,-0.063,1,3,0.289,NA,Th,NA,NA,Fl,NA,NA,NA,NA,2,3,2.5,4,6,Hf,NA,NA,NA,NA,Be
397,Nymphalidae,Melanargia_occitanica,Melanargia occitanica,L,SsTs,Gl,1,1,N,0.039,-0.005,4,3,0.154,Hp,ShTh,Le,NA,GlFl,NA,Se,ShTh,NA,2,3,2.5,4,6,Hf,NA,NA,NA,Da,BeShGr
398,Nymphalidae,Hipparchia_fatua,Hipparchia fatua,L,NA,Gl,1,1,N,0.064,0.058,2,3,0.354,NA,NA,NA,NA,GlFl,NA,NA,NA,NA,6,7,6.5,4,10,NA,NA,NA,NA,NA,NA
399,Nymphalidae,Hipparchia_statilinus,Hipparchia statilinus,L,Ss,Bu,1,1,N,0.030,-0.016,7,3,0.123,AnHp,ShTh,Le,NA,GlFl,NA,Se,BgSh,Li,2,8,5,4,11,HfSfAnMi,NA,Pt,RcBeHt,La,Be
400,Nymphalidae,Hipparchia_tilosi,Hipparchia tilosi,L,NA,NA,1,1,N,0.065,-0.079,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,7,9,NA,NA,NA,NA,NA,NA
401,Nymphalidae,Hipparchia_ellena,Hipparchia ellena,NA,NA,NA,1,1,N,0.068,-0.045,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,7,9,NA,NA,NA,NA,NA,NA
402,Nymphalidae,Hipparchia_bacchus,Hipparchia bacchus,L,NA,NA,1,1,N,0.074,-0.032,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,8,NA,NA,NA,NA,NA,NA
403,Nymphalidae,Hipparchia_wyssii,Hipparchia wyssii,L,NA,Gl,1,1,N,0.059,-0.050,NA,NA,0.289,NA,NA,NA,NA,GlFl,NA,NA,NA,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
404,Nymphalidae,Hipparchia_tamadabae,Hipparchia tamadabae,NA,NA,NA,1,1,N,0.055,-0.052,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,9,NA,NA,NA,NA,NA,NA
405,Nymphalidae,Hipparchia_gomera,Hipparchia gomera,L,NA,NA,1,1,N,0.068,-0.021,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,9,NA,NA,NA,NA,NA,NA
406,Nymphalidae,Hipparchia_fidia,Hipparchia fidia,L,SuSsTs,BuGl,1,1,N,0.066,-0.048,7,3,0.144,AnHp,ShTh,Le,NA,Fl,NA,Se,BgSh,Li,3,5,3.5,6,10,HfAnMi,NA,Pt,NA,La,Be
407,Nymphalidae,Hipparchia_powelli,Hipparchia powelli,NA,NA,NA,1,1,N,0.017,-0.046,1,1,1.000,Hp,Sh,NA,NA,NA,NA,NA,NA,NA,3,3,3,8,10,NA,NA,NA,NA,NA,NA
408,Nymphalidae,Hipparchia_hansii,Hipparchia hansii,NA,NA,NA,1,1,N,0.024,0.003,1,2,0.577,NA,NA,NA,NA,NA,NA,NA,Sh,NA,4,4,4,8,11,NA,NA,NA,NA,NA,NA
